Mod:Item:MetaData, Localized Name
hbm:item.part_receiver_light:30, Light Steel Receiver
hbm:item.part_receiver_light:33, Light High-Speed Steel Receiver
hbm:item.part_receiver_light:42, Light Desh Receiver
hbm:item.part_receiver_light:36, Light Technetium Steel Receiver
hbm:item.part_receiver_light:43, Light Cadmium Steel Receiver
hbm:item.part_receiver_light:46, Light Bismuth Bronze Receiver
hbm:item.part_receiver_light:47, Light Arsenic Bronze Receiver
hbm:item.part_receiver_light:49, Light Gunmetal Receiver
hbm:item.part_receiver_light:50, Light Weapon Steel Receiver
hbm:item.part_receiver_light:34, Light Saturnite Receiver
hbm:item.part_receiver_heavy:33, Heavy High-Speed Steel Receiver
hbm:item.part_receiver_heavy:37, Heavy Ferrouranium Receiver
hbm:item.part_receiver_heavy:36, Heavy Technetium Steel Receiver
hbm:item.part_receiver_heavy:43, Heavy Cadmium Steel Receiver
hbm:item.part_receiver_heavy:46, Heavy Bismuth Bronze Receiver
hbm:item.part_receiver_heavy:47, Heavy Arsenic Bronze Receiver
hbm:item.part_receiver_heavy:49, Heavy Gunmetal Receiver
hbm:item.part_receiver_heavy:50, Heavy Weapon Steel Receiver
hbm:item.part_receiver_heavy:34, Heavy Saturnite Receiver
hbm:item.part_mechanism:49, Gunmetal Mechanism
hbm:item.part_mechanism:50, Weapon Steel Mechanism
hbm:item.part_mechanism:34, Saturnite Mechanism
hbm:item.part_stock:3, Wood Stock
hbm:item.part_stock:42, Desh Stock
hbm:item.part_stock:49, Gunmetal Stock
hbm:item.part_stock:50, Weapon Steel Stock
hbm:item.part_stock:34, Saturnite Stock
hbm:item.part_stock:20001, Polymer Stock
hbm:item.part_stock:20002, Bakelite Stock
hbm:item.part_stock:20004, Hard Plastic Stock
hbm:item.part_stock:20005, PVC Stock
hbm:item.part_grip:3, Wood Grip
hbm:item.part_grip:4, Ivory Grip
hbm:item.part_grip:30, Steel Grip
hbm:item.part_grip:33, High-Speed Steel Grip
hbm:item.part_grip:42, Desh Grip
hbm:item.part_grip:49, Gunmetal Grip
hbm:item.part_grip:50, Weapon Steel Grip
hbm:item.part_grip:34, Saturnite Grip
hbm:item.part_grip:20001, Polymer Grip
hbm:item.part_grip:20002, Bakelite Grip
hbm:item.part_grip:20003, Rubber Grip
hbm:item.part_grip:20004, Hard Plastic Grip
hbm:item.part_grip:20005, PVC Grip
hbm:item.hard_drive, Empty Hard Drive
hbm:item.hard_drive_full:0, Hard Drive
hbm:item.hard_drive_full:1, Hard Drive
hbm:item.hard_drive_full:2, Hard Drive
hbm:item.hard_drive_full:3, Hard Drive
hbm:item.hard_drive_full:4, Hard Drive
hbm:item.hard_drive_full:5, Hard Drive
hbm:item.hard_drive_full:6, Hard Drive
hbm:item.hard_drive_full:7, Hard Drive
hbm:item.hard_drive_full:8, Hard Drive
hbm:item.hard_drive_full:9, Hard Drive
hbm:item.hard_drive_full:10, Hard Drive
hbm:item.hard_drive_full:11, Hard Drive
hbm:item.hard_drive_full:12, Hard Drive
hbm:item.divine_shard, Divine Shard
hbm:item.symbol:0, Guilt
hbm:item.nostalgic_gears, Nostalgic Gears
hbm:item.plant_item:0, Tobacco
hbm:item.plant_item:1, Rope
hbm:item.plant_item:2, Mustard Willow Leaf
hbm:item.scuttertail, Scuttertail
hbm:item.saltleaf, Saltleaf
hbm:item.rubber_leaves, Rubber Leaves
hbm:item.pet_leaves, Plastic Leaves
hbm:item.entanglement_kit, Entanglement Kit
hbm:item.fins_flat, Flat Steel Casing
hbm:item.fins_small_steel, Small Steel Grid Fins
hbm:item.fins_big_steel, Big Steel Grid Fins
hbm:item.fins_tri_steel, Large Steel Fins
hbm:item.fins_quad_titanium, Small Titanium Fins
hbm:item.sphere_steel, Steel Sphere
hbm:item.pedestal_steel, Steel Pedestal
hbm:item.dysfunctional_reactor, Dysfunctional Nuclear Reactor
hbm:item.blade_titanium, Titanium Blade
hbm:item.blade_syngas, Stainless Steel Blades
hbm:item.blade_tungsten, Tungsten Reinforced Blade
hbm:item.turbine_titanium, Titanium Steam Turbine
hbm:item.turbine_tungsten, Reinforced Turbofan Blades
hbm:item.turbine_syngas, Stainless Steel Turbine Blades
hbm:item.flywheel_beryllium, Beryllium Flywheel
hbm:item.ducttape, Duct Tape
hbm:item.catalyst_clay, Clay Catalyst
hbm:item.missile_assembly, Small Missile Assembly
hbm:item.warhead_generic_small, Small Warhead
hbm:item.warhead_generic_medium, Medium Warhead
hbm:item.warhead_generic_large, Large Warhead
hbm:item.warhead_incendiary_small, Small Incendiary Warhead
hbm:item.warhead_incendiary_medium, Medium Incendiary Warhead
hbm:item.warhead_incendiary_large, Large Incendiary Warhead
hbm:item.warhead_cluster_small, Small Cluster Warhead
hbm:item.warhead_cluster_medium, Medium Cluster Warhead
hbm:item.warhead_cluster_large, Large Cluster Warhead
hbm:item.warhead_buster_small, Small Bunker Buster Warhead
hbm:item.warhead_buster_medium, Medium Bunker Buster Warhead
hbm:item.warhead_buster_large, Large Bunker Buster Warhead
hbm:item.warhead_nuclear, Nuclear Warhead
hbm:item.warhead_mirv, Thermonuclear Warhead
hbm:item.warhead_volcano, Tectonic Warhead
hbm:item.fuel_tank_small, Small Fuel Tank
hbm:item.fuel_tank_medium, Medium Fuel Tank
hbm:item.fuel_tank_large, Large Fuel Tank
hbm:item.thruster_small, Small Thruster
hbm:item.thruster_medium, Medium Thruster
hbm:item.thruster_large, Large Thruster
hbm:item.thruster_nuclear, LV-N Nuclear Rocket Engine
hbm:item.seg_10, Size 10 Connector
hbm:item.seg_15, Size 15 Connector
hbm:item.seg_20, Size 20 Connector
hbm:item.combine_scrap, CMB Scrap Metal
hbm:item.shimmer_head, Heavy Hammer Head
hbm:item.shimmer_axe_head, Heavy Axe Head
hbm:item.shimmer_handle, Reinforced Polymer Handle
hbm:item.circuit:0, Vacuum Tube
hbm:item.circuit:29, Incandescent Seven Segment Display
hbm:item.circuit:1, Capacitor
hbm:item.circuit:2, Tantalum Capacitor
hbm:item.circuit:21, Atomic Clock
hbm:item.circuit:3, Printed Circuit Board
hbm:item.circuit:4, Printed Silicon Wafer
hbm:item.circuit:6, Microchip
hbm:item.circuit:7, Versatile Integrated Circuit
hbm:item.circuit:19, Solid State Quantum Processor
hbm:item.circuit:8, Analog Circuit Board
hbm:item.circuit:9, Integrated Circuit Board
hbm:item.circuit:10, Military Grade Circuit Board
hbm:item.circuit:11, Capacitor Board
hbm:item.circuit:12, Versatile Circuit Board
hbm:item.circuit:13, Astrionics Unit
hbm:item.circuit:14, Avionics Circuit Board
hbm:item.circuit:5, Printed GaAs Wafer
hbm:item.circuit:18, Quantum Processing Unit
hbm:item.circuit:15, Control Unit Casing
hbm:item.circuit:16, Control Unit
hbm:item.circuit:17, Advanced Control Unit
hbm:item.circuit:20, Quantum Computer
hbm:item.circuit:22, Lanthanium Capacitor
hbm:item.circuit:23, Drive Processor (Tier 1)
hbm:item.circuit:24, Drive Processor (Tier 2)
hbm:item.circuit:25, Drive Processor (Tier 3)
hbm:item.circuit:26, GaAs Microchip
hbm:item.circuit:27, Hafnium Microchip
hbm:item.circuit:28, Molysite-Etched Microchip
hbm:item.crt_display,  Cathode Ray Tube
hbm:item.circuit_star_piece:0, SC - Printed Circuit Board
hbm:item.circuit_star_piece:1, SC - Transistors
hbm:item.circuit_star_piece:2, SC - Voltage Converter
hbm:item.circuit_star_piece:3, SC - North Bridge
hbm:item.circuit_star_piece:4, SC - South Bridge
hbm:item.circuit_star_piece:5, SC - IO Chip
hbm:item.circuit_star_piece:6, SC - BUS
hbm:item.circuit_star_piece:7, SC - Chipset
hbm:item.circuit_star_piece:8, SC - CMOS RAM
hbm:item.circuit_star_piece:9, SC- BIOS Chip
hbm:item.circuit_star_piece:10, SC - CPU Register
hbm:item.circuit_star_piece:11, SC - CPU Clock
hbm:item.circuit_star_piece:12, SC - Arithmetic Logic Unit
hbm:item.circuit_star_piece:13, SC - CPU Cache
hbm:item.circuit_star_piece:14, SC - Arsenic Semi Conductor Extension
hbm:item.circuit_star_piece:15, SC - CPU Socket
hbm:item.circuit_star_piece:16, SC - Memory Socket
hbm:item.circuit_star_piece:17, SC - 16k Memory Stick Slot A
hbm:item.circuit_star_piece:18, SC - 16k Memory Stick Slot B
hbm:item.circuit_star_piece:19, SC - 16k Memory Stick Slot C
hbm:item.circuit_star_piece:20, SC - 16k Memory Stick Slot D
hbm:item.circuit_star_piece:21, SC - Extension Card Board
hbm:item.circuit_star_piece:22, SC - Extension Card Processor
hbm:item.circuit_star_component:0, StarControl Chipset
hbm:item.circuit_star_component:1, StarControl CPU
hbm:item.circuit_star_component:2, StarControl RAM
hbm:item.circuit_star_component:3, StarControl Extension Card
hbm:item.circuit_star, StarControl Circuit Board
hbm:item.casing:0, Small Gunmetal Casing
hbm:item.casing:1, Large Gunmetal Casing
hbm:item.casing:2, Small Weapon Steel Casing
hbm:item.casing:3, Large Weapon Steel Casing
hbm:item.casing:4, Black Powder Shotshell Casing
hbm:item.casing:5, Plastic Shotshell Casing
hbm:item.casing:6, Advanced Shotshell Casing
hbm:item.assembly_nuke, Mini Nuke Shell
hbm:item.wiring_red_copper, Cable Drum
hbm:item.flame_pony, Painting of a Cartoon Pony
hbm:item.flame_conspiracy, Conspiracy Theory
hbm:item.flame_politics, Political Topic
hbm:item.flame_opinion, Own Opinion
hbm:item.pellet_rtg_radium, Radium-226 RTG Pellet
hbm:item.pellet_rtg_weak, Weak Uranium RTG Pellet
hbm:item.pellet_rtg, Plutonium-238 RTG Pellet
hbm:item.pellet_rtg_strontium, Strontium-90 RTG Pellet
hbm:item.pellet_rtg_cobalt, Cobalt-60 RTG Pellet
hbm:item.pellet_rtg_actinium, Actinium-227 RTG Pellet
hbm:item.pellet_rtg_polonium, Polonium-210 RTG Pellet
hbm:item.pellet_rtg_americium, Americium-241 RTG Pellet
hbm:item.pellet_rtg_berkelium, Berkelium RTG Pellet
hbm:item.pellet_rtg_gold, Gold-198 RTG Pellet
hbm:item.pellet_rtg_lead, Lead-209 RTG Pellet
hbm:item.pellet_rtg_cf251, Californium-251 RTG Pellet
hbm:item.pellet_rtg_cf252, Californium-252 RTG Pellet
hbm:item.pellet_rtg_depleted:0, Decayed Bismuth RTG Pellet
hbm:item.pellet_rtg_depleted:1, Decayed Mercury RTG Pellet
hbm:item.pellet_rtg_depleted:2, Decayed Neptunium RTG Pellet
hbm:item.pellet_rtg_depleted:3, Decayed Lead RTG Pellet
hbm:item.pellet_rtg_depleted:4, Decayed Zirconium RTG Pellet
hbm:item.pellet_rtg_depleted:5, Decayed Americium RTG Pellet
hbm:item.pellet_rtg_depleted:6, Decayed Nickel RTG Pellet
hbm:item.pellet_cluster, Explosive Pellets
hbm:item.pellet_buckshot, Lead Pellets
hbm:item.pellet_charged, Ionized Particles
hbm:item.pellet_gas, Poison Gas Cartridge
hbm:item.magnetron, Magnetron
hbm:item.piston_selenium, Combustion Engine Piston
hbm:item.piston_set:0, Steel Piston Set
hbm:item.piston_set:1, High-Speed Steel Piston Set
hbm:item.piston_set:2, Desh Piston Set
hbm:item.piston_set:3, Starmetal Piston Set
hbm:item.drillbit:0, Steel Drillbit
hbm:item.drillbit:1, Steel Drillbit (Diamond-Tipped)
hbm:item.drillbit:2, High-Speed Steel Drillbit
hbm:item.drillbit:3, High-Speed Steel Drillbit (Diamond-Tipped)
hbm:item.drillbit:4, Desh Drillbit
hbm:item.drillbit:5, Desh Drillbit (Diamond-Tipped)
hbm:item.drillbit:6, Technetium Steel Drillbit
hbm:item.drillbit:7, Technetium Steel Drillbit (Diamond-Tipped)
hbm:item.drillbit:8, Ferrouranium Drillbit
hbm:item.drillbit:9, Ferrouranium Drillbit (Diamond-Tipped)
hbm:item.cell_empty, Empty Cell
hbm:item.cell_uf6, Uranium Hexafluoride Cell
hbm:item.cell_puf6, Plutonium Hexafluoride Cell
hbm:item.cell_deuterium, Deuterium Cell
hbm:item.cell_tritium, Tritium Cell
hbm:item.cell_sas3, Schrabidium Trisulfide Cell
hbm:item.cell_antimatter, Antimatter Cell
hbm:item.cell_anti_schrabidium, Antischrabidium Cell
hbm:item.cell_balefire, Gaseous Balefire Cell
hbm:item.demon_core_open, Suspended Demon Core
hbm:item.demon_core_closed, Closed Demon Core
hbm:item.pa_coil:0, Large Gold Coil
hbm:item.pa_coil:1, Large NbTi Coil
hbm:item.pa_coil:2, Large BSCCO Coil
hbm:item.pa_coil:3, Large Chlorophyte Coil
hbm:item.particle_empty, Empty Particle Capsule
hbm:item.particle_hydrogen, Hydrogen Ion Capsule
hbm:item.particle_copper, Copper Ion Capsule
hbm:item.particle_lead, Lead Ion Capsule
hbm:item.particle_amat, Antimatter Capsule
hbm:item.particle_aschrab, Antischrabidium Capsule
hbm:item.particle_higgs, Higgs Boson Capsule
hbm:item.particle_muon, Muon Capsule
hbm:item.particle_tachyon, Tachyon Capsule
hbm:item.particle_strange, Strange Quark Capsule
hbm:item.particle_dark, Dark Matter Capsule
hbm:item.particle_sparkticle, Sparkticle Capsule
hbm:item.particle_digamma, §cThe Digamma Particle§r
hbm:item.particle_lutece, Lutece Quasiparticle
hbm:item.singularity, Singularity
hbm:item.singularity_counter_resonant, Contained Counter-Resonant Singularity
hbm:item.singularity_super_heated, Superheated Resonating Singularity
hbm:item.black_hole, Miniature Black Hole
hbm:item.singularity_spark, Spark Singularity
hbm:item.crystal_xen, Artificial Xen Crystal
hbm:item.pellet_antimatter, Antimatter Cluster
hbm:item.inf_water, Infinite Water Tank
hbm:item.inf_water_mk2, Large Infinite Water Tank
hbm:item.transporter_linker, Transporter Pad Linker
hbm:item.fuel_additive:0, Tetraethyllead Antiknock Agent
hbm:item.fuel_additive:1, Deicer
hbm:item.canister_empty, Empty Canister
hbm:item.canister_full:89, Canister: Blood Fuel
hbm:item.canister_full:10, Canister: Crude Oil
hbm:item.canister_full:177, Canister: Desulfurized Crude Oil
hbm:item.canister_full:63, Canister: Cracked Oil
hbm:item.canister_full:179, Canister: Desulfurized Cracked Oil
hbm:item.canister_full:64, Canister: Coal Oil
hbm:item.canister_full:12, Canister: Heavy Oil
hbm:item.canister_full:99, Canister: Vacuum Heavy Oil
hbm:item.canister_full:19, Canister: Naphtha
hbm:item.canister_full:181, Canister: Desulfurized Naphtha
hbm:item.canister_full:66, Canister: Cracked Naphtha
hbm:item.canister_full:100, Canister: Reformate
hbm:item.canister_full:21, Canister: Light Oil
hbm:item.canister_full:182, Canister: Desulfurized Light Oil
hbm:item.canister_full:67, Canister: Cracked Light Oil
hbm:item.canister_full:101, Canister: Vacuum Light Oil
hbm:item.canister_full:13, Canister: Bitumen
hbm:item.canister_full:14, Canister: Industrial Oil
hbm:item.canister_full:15, Canister: Heating Oil
hbm:item.canister_full:110, Canister: Heavy Heating Oil
hbm:item.canister_full:16, Canister: Reclaimed Industrial Oil
hbm:item.canister_full:18, Canister: Engine Lubricant
hbm:item.canister_full:103, Canister: BTX
hbm:item.canister_full:20, Canister: Diesel
hbm:item.canister_full:111, Canister: High-Cetane Diesel
hbm:item.canister_full:68, Canister: Cracked Diesel
hbm:item.canister_full:112, Canister: High-Cetane Cracked Diesel
hbm:item.canister_full:22, Canister: Kerosene
hbm:item.canister_full:113, Canister: Jet Fuel
hbm:item.canister_full:17, Canister: Petroil
hbm:item.canister_full:74, Canister: Leaded Petroil
hbm:item.canister_full:48, Canister: Gasoline
hbm:item.canister_full:75, Canister: Leaded Gasoline
hbm:item.canister_full:49, Canister: Coal Gasoline
hbm:item.canister_full:76, Canister: Leaded Coal Gasoline
hbm:item.canister_full:82, Canister: Coal Tar Creosote
hbm:item.canister_full:81, Canister: Wood Oil
hbm:item.canister_full:27, Canister: Biofuel
hbm:item.canister_full:61, Canister: Ethanol
hbm:item.canister_full:133, Canister: N-MASS(III) Tetrahexaethanol
hbm:item.canister_full:28, Canister: NITAN© 100 Octane Super Fuel
hbm:item.canister_full:88, Canister: Hydrazine
hbm:item.canister_full:83, Canister: Seeding Slurry
hbm:item.canister_full:92, Canister: Solvent
hbm:item.canister_full:51, Canister: Fracking Solution
hbm:item.canister_full:233, Canister: Flaming Bloatmusk
hbm:item.canister_full:236, Canister: Musky Pheromone
hbm:item.canister_full:239, Canister: Satan's Blood
hbm:item.canister_full:238, Canister: Curdling Blood
hbm:item.canister_full:240, Canister: Wormwood
hbm:item.canister_full:241, Canister: Brimstone
hbm:item.canister_full:242, Canister: Verdigris
hbm:item.canister_full:243, Canister: Gall
hbm:item.canister_full:244, Canister: Brimtumen
hbm:item.canister_full:245, Canister: Blood of the Martyr
hbm:item.canister_full:246, Canister: Haemoglobin
hbm:item.canister_full:247, Canister: Ambrosia
hbm:item.canister_full:249, Canister: Heparin
hbm:item.canister_full:250, Canister: Chevreul's Salt
hbm:item.canister_full:251, Canister: Dialysate
hbm:item.canister_full:252, Canister: Dew of the Garden
hbm:item.canister_full:253, Canister: Argent Bloatpus
hbm:item.canister_full:254, Canister: Bloatpus
hbm:item.canister_full:132, Canister: Elbow Grease
hbm:item.canister_napalm, Napalm B
hbm:item.gas_empty, Empty Gas Tank
hbm:item.gas_full:40, Gas Tank: Liquid Hydrogen
hbm:item.gas_full:8, Gas Tank: Deuterium
hbm:item.gas_full:9, Gas Tank: Tritium
hbm:item.gas_full:59, Gas Tank: Helium-3
hbm:item.gas_full:167, Gas Tank: Helium-4
hbm:item.gas_full:41, Gas Tank: Liquid Oxygen
hbm:item.gas_full:98, Gas Tank: Chlorine Gas
hbm:item.gas_full:218, Gas Tank: Flue Gas
hbm:item.gas_full:23, Gas Tank: Natural Gas
hbm:item.gas_full:24, Gas Tank: Petroleum Gas
hbm:item.gas_full:102, Gas Tank: Sour Gas
hbm:item.gas_full:95, Gas Tank: Syngas
hbm:item.gas_full:69, Gas Tank: Aromatic Hydrocarbons
hbm:item.gas_full:70, Gas Tank: Unsaturated Hydrocarbons
hbm:item.gas_full:114, Gas Tank: Reformate Gas
hbm:item.gas_full:26, Gas Tank: Biogas
hbm:item.gas_full:90, Gas Tank: Oxygen-Rich Air
hbm:item.gas_full:232, Gas Tank: Nether Air
hbm:item.gas_full:184, Gas Tank: Duna Air
hbm:item.gas_full:119, Gas Tank: Eve Air
hbm:item.gas_full:156, Gas Tank: Jool Air
hbm:item.gas_full:157, Gas Tank: Sarnus Air
hbm:item.gas_full:158, Gas Tank: Urlum Air
hbm:item.gas_full:159, Gas Tank: Neidon Air
hbm:item.gas_full:127, Gas Tank: Tekto Air
hbm:item.gas_full:128, Gas Tank: Dross Air
hbm:item.gas_full:129, Gas Tank: Phosgene
hbm:item.gas_full:130, Gas Tank: Mustard Gas
hbm:item.gas_full:106, Gas Tank: Krypton Gas
hbm:item.gas_full:42, Gas Tank: Xenon Gas
hbm:item.gas_full:105, Gas Tank: Argon Gas
hbm:item.gas_full:104, Gas Tank: Neon Gas
hbm:item.gas_full:235, Gas Tank: Bloatmusk
hbm:item.gas_full:234, Gas Tank: Musty Bloatmusk
hbm:item.gas_full:237, Gas Tank: Hot Curdling Blood
hbm:item.gas_full:248, Gas Tank: Morningstar's Fire
hbm:item.gas_full:255, Gas Tank: Bloatspirit
hbm:item.fluid_tank_empty, Empty Universal Fluid Tank
hbm:item.fluid_tank_full:214, Universal Fluid Tank: Compressed Air
hbm:item.fluid_tank_full:217, Universal Fluid Tank: Hot Air Blast
hbm:item.fluid_tank_full:1, Universal Fluid Tank: Water
hbm:item.fluid_tank_full:62, Universal Fluid Tank: Heavy Water
hbm:item.fluid_tank_full:168, Universal Fluid Tank: Hot Heavy Water
hbm:item.fluid_tank_full:7, Universal Fluid Tank: Lava
hbm:item.fluid_tank_full:2, Universal Fluid Tank: Steam
hbm:item.fluid_tank_full:3, Universal Fluid Tank: Dense Steam
hbm:item.fluid_tank_full:4, Universal Fluid Tank: Super Dense Steam
hbm:item.fluid_tank_full:5, Universal Fluid Tank: Ultra Dense Steam
hbm:item.fluid_tank_full:57, Universal Fluid Tank: Carbon Dioxide
hbm:item.fluid_tank_full:6, Universal Fluid Tank: Coolant
hbm:item.fluid_tank_full:78, Universal Fluid Tank: Hot Coolant
hbm:item.fluid_tank_full:200, Universal Fluid Tank: Perfluoromethyl
hbm:item.fluid_tank_full:201, Universal Fluid Tank: Cold Perfluoromethyl
hbm:item.fluid_tank_full:202, Universal Fluid Tank: Hot Perfluoromethyl
hbm:item.fluid_tank_full:39, Universal Fluid Tank: Cryogel
hbm:item.fluid_tank_full:79, Universal Fluid Tank: Mug Root Beer
hbm:item.fluid_tank_full:80, Universal Fluid Tank: Hot Mug Root Beer
hbm:item.fluid_tank_full:85, Universal Fluid Tank: Blood
hbm:item.fluid_tank_full:89, Universal Fluid Tank: Blood Fuel
hbm:item.fluid_tank_full:91, Universal Fluid Tank: Hot Blood
hbm:item.fluid_tank_full:135, Universal Fluid Tank: Scutterblood
hbm:item.fluid_tank_full:169, Universal Fluid Tank: Liquid Sodium
hbm:item.fluid_tank_full:170, Universal Fluid Tank: Hot Liquid Sodium
hbm:item.fluid_tank_full:188, Universal Fluid Tank: Liquid Lead
hbm:item.fluid_tank_full:189, Universal Fluid Tank: Hot Liquid Lead
hbm:item.fluid_tank_full:171, Universal Fluid Tank: Liquid Thorium Salt
hbm:item.fluid_tank_full:172, Universal Fluid Tank: Hot Liquid Thorium Salt
hbm:item.fluid_tank_full:173, Universal Fluid Tank: Depleted Liquid Thorium Salt
hbm:item.fluid_tank_full:40, Universal Fluid Tank: Liquid Hydrogen
hbm:item.fluid_tank_full:8, Universal Fluid Tank: Deuterium
hbm:item.fluid_tank_full:9, Universal Fluid Tank: Tritium
hbm:item.fluid_tank_full:59, Universal Fluid Tank: Helium-3
hbm:item.fluid_tank_full:167, Universal Fluid Tank: Helium-4
hbm:item.fluid_tank_full:41, Universal Fluid Tank: Liquid Oxygen
hbm:item.fluid_tank_full:98, Universal Fluid Tank: Chlorine Gas
hbm:item.fluid_tank_full:126, Universal Fluid Tank: Fluorine
hbm:item.fluid_tank_full:44, Universal Fluid Tank: Mercury
hbm:item.fluid_tank_full:84, Universal Fluid Tank: Liquid Nitrogen
hbm:item.fluid_tank_full:10, Universal Fluid Tank: Crude Oil
hbm:item.fluid_tank_full:177, Universal Fluid Tank: Desulfurized Crude Oil
hbm:item.fluid_tank_full:63, Universal Fluid Tank: Cracked Oil
hbm:item.fluid_tank_full:179, Universal Fluid Tank: Desulfurized Cracked Oil
hbm:item.fluid_tank_full:64, Universal Fluid Tank: Coal Oil
hbm:item.fluid_tank_full:137, Universal Fluid Tank: Coker Oil
hbm:item.fluid_tank_full:11, Universal Fluid Tank: Hot Crude Oil
hbm:item.fluid_tank_full:178, Universal Fluid Tank: Desulfurized Hot Crude Oil
hbm:item.fluid_tank_full:65, Universal Fluid Tank: Hot Cracked Oil
hbm:item.fluid_tank_full:180, Universal Fluid Tank: Desulfurized Hot Cracked Oil
hbm:item.fluid_tank_full:12, Universal Fluid Tank: Heavy Oil
hbm:item.fluid_tank_full:99, Universal Fluid Tank: Vacuum Heavy Oil
hbm:item.fluid_tank_full:19, Universal Fluid Tank: Naphtha
hbm:item.fluid_tank_full:181, Universal Fluid Tank: Desulfurized Naphtha
hbm:item.fluid_tank_full:66, Universal Fluid Tank: Cracked Naphtha
hbm:item.fluid_tank_full:138, Universal Fluid Tank: Coker Naphtha
hbm:item.fluid_tank_full:100, Universal Fluid Tank: Reformate
hbm:item.fluid_tank_full:21, Universal Fluid Tank: Light Oil
hbm:item.fluid_tank_full:182, Universal Fluid Tank: Desulfurized Light Oil
hbm:item.fluid_tank_full:67, Universal Fluid Tank: Cracked Light Oil
hbm:item.fluid_tank_full:101, Universal Fluid Tank: Vacuum Light Oil
hbm:item.fluid_tank_full:13, Universal Fluid Tank: Bitumen
hbm:item.fluid_tank_full:14, Universal Fluid Tank: Industrial Oil
hbm:item.fluid_tank_full:15, Universal Fluid Tank: Heating Oil
hbm:item.fluid_tank_full:110, Universal Fluid Tank: Heavy Heating Oil
hbm:item.fluid_tank_full:16, Universal Fluid Tank: Reclaimed Industrial Oil
hbm:item.fluid_tank_full:18, Universal Fluid Tank: Engine Lubricant
hbm:item.fluid_tank_full:218, Universal Fluid Tank: Flue Gas
hbm:item.fluid_tank_full:23, Universal Fluid Tank: Natural Gas
hbm:item.fluid_tank_full:139, Universal Fluid Tank: Coker Gas
hbm:item.fluid_tank_full:24, Universal Fluid Tank: Petroleum Gas
hbm:item.fluid_tank_full:102, Universal Fluid Tank: Sour Gas
hbm:item.fluid_tank_full:25, Universal Fluid Tank: LPG
hbm:item.fluid_tank_full:95, Universal Fluid Tank: Syngas
hbm:item.fluid_tank_full:96, Universal Fluid Tank: Oxyhydrogen
hbm:item.fluid_tank_full:69, Universal Fluid Tank: Aromatic Hydrocarbons
hbm:item.fluid_tank_full:70, Universal Fluid Tank: Unsaturated Hydrocarbons
hbm:item.fluid_tank_full:103, Universal Fluid Tank: BTX
hbm:item.fluid_tank_full:114, Universal Fluid Tank: Reformate Gas
hbm:item.fluid_tank_full:20, Universal Fluid Tank: Diesel
hbm:item.fluid_tank_full:111, Universal Fluid Tank: High-Cetane Diesel
hbm:item.fluid_tank_full:68, Universal Fluid Tank: Cracked Diesel
hbm:item.fluid_tank_full:112, Universal Fluid Tank: High-Cetane Cracked Diesel
hbm:item.fluid_tank_full:22, Universal Fluid Tank: Kerosene
hbm:item.fluid_tank_full:113, Universal Fluid Tank: Jet Fuel
hbm:item.fluid_tank_full:17, Universal Fluid Tank: Petroil
hbm:item.fluid_tank_full:74, Universal Fluid Tank: Leaded Petroil
hbm:item.fluid_tank_full:48, Universal Fluid Tank: Gasoline
hbm:item.fluid_tank_full:75, Universal Fluid Tank: Leaded Gasoline
hbm:item.fluid_tank_full:49, Universal Fluid Tank: Coal Gasoline
hbm:item.fluid_tank_full:76, Universal Fluid Tank: Leaded Coal Gasoline
hbm:item.fluid_tank_full:82, Universal Fluid Tank: Coal Tar Creosote
hbm:item.fluid_tank_full:81, Universal Fluid Tank: Wood Oil
hbm:item.fluid_tank_full:26, Universal Fluid Tank: Biogas
hbm:item.fluid_tank_full:27, Universal Fluid Tank: Biofuel
hbm:item.fluid_tank_full:61, Universal Fluid Tank: Ethanol
hbm:item.fluid_tank_full:133, Universal Fluid Tank: N-MASS(III) Tetrahexaethanol
hbm:item.fluid_tank_full:143, Universal Fluid Tank: Fish Oil
hbm:item.fluid_tank_full:144, Universal Fluid Tank: Sunflower Seed Oil
hbm:item.fluid_tank_full:28, Universal Fluid Tank: NITAN© 100 Octane Super Fuel
hbm:item.fluid_tank_full:88, Universal Fluid Tank: Hydrazine
hbm:item.fluid_tank_full:213, Universal Fluid Tank: Deuterated Hydrocarbon
hbm:item.fluid_tank_full:43, Universal Fluid Tank: BF Rocket Fuel
hbm:item.fluid_tank_full:163, Universal Fluid Tank: Magma
hbm:item.fluid_tank_full:165, Universal Fluid Tank: Brine
hbm:item.fluid_tank_full:166, Universal Fluid Tank: Conglomera
hbm:item.fluid_tank_full:164, Universal Fluid Tank: Dicyanoacetylene
hbm:item.fluid_tank_full:199, Universal Fluid Tank: Halide Gas
hbm:item.fluid_tank_full:209, Universal Fluid Tank: Vinyl Chloride
hbm:item.fluid_tank_full:210, Universal Fluid Tank: Tektonic Crude
hbm:item.fluid_tank_full:211, Universal Fluid Tank: Chlorinated Benzenes
hbm:item.fluid_tank_full:212, Universal Fluid Tank: Light Halocarbons
hbm:item.fluid_tank_full:71, Universal Fluid Tank: Salient Green
hbm:item.fluid_tank_full:83, Universal Fluid Tank: Seeding Slurry
hbm:item.fluid_tank_full:118, Universal Fluid Tank: Colloid
hbm:item.fluid_tank_full:185, Universal Fluid Tank: Vitriol
hbm:item.fluid_tank_full:186, Universal Fluid Tank: Ore Slop
